('_TNM_分期_为', 0.0009974232999367244)
('_驾驶_无', 0.0009963638634229576)
('_进行性_延髓_麻痹症', 0.0009958995195773403)
('_认为_是_医疗', 0.0009956067641636423)
('_胸_主动脉_和_腹_主动脉', 0.0009934882432009275)
('_原发性_肺动脉', 0.0009917173141163957)
('_提供_下列', 0.0009916946377471051)
('_医院_出具', 0.000990994412287992)
('_须_提供', 0.000989734369264091)
('_重型_再生', 0.0009845067501977297)
('_疾病_实际_实施', 0.0009834437937121046)
('_开胸_进行', 0.000979330374586797)
('_植物_人_状态', 0.0009785653983013362)
('_突发_病变', 0.000977311191807695)
('_脑中风_后遗症', 0.0009728075344102558)
('_慢性_肝脏', 0.000971876162549607)
('_再生_障碍性_贫血', 0.0009716842825523154)
('_肾功能_慢性', 0.000971584510322413)
('_切除_或', 0.0009714110868024637)
('_或_意外_伤害_发生', 0.0009713954398914309)
('_无_有效', 0.0009706929230865266)
('_未_及时', 0.0009687657053330229)
('_肺动脉_压力', 0.0009681284348269809)
('_肾上腺_皮质_功能_减退', 0.0009659629919365649)
('_继发性_帕金森', 0.0009643666388047764)
('_宣告_死亡', 0.0009641325048970361)
('_诊断_并且', 0.0009629473519953821)
('_持续性_黄疸', 0.000960746702803797)
('_神经系统_功能', 0.0009548404991496629)
('_不_包括_胸_主动脉_和_腹', 0.0009534518561575992)
('_因_疾病', 0.0009530205219483251)
('_不_包括_胸', 0.0009510338886570278)
('_不_在_本', 0.0009490505319896302)
('_合法_有效_驾驶证', 0.0009490402265712665)
('_损害_或', 0.0009461643722403243)
('_须_满足_自主_生活_能力', 0.0009460584865290768)
('_呼吸_功能_衰竭', 0.0009457359753065343)
('_功能_损害_或', 0.0009429824010911573)
('_疾病_实际', 0.0009396740612093481)
('_本合同_效力', 0.0009351093338455936)
('_由本_公司_认可', 0.0009344116233632725)
('_运动_功能', 0.0009327617831118025)
('_纽约_心脏病', 0.0009326125100968634)
('_满足_自主_生活_能力', 0.0009309611195757423)
('_重大_器官', 0.0009299690679842296)
('_有效_行驶证', 0.0009284501335374689)
('_冠状动脉_支架', 0.0009262540128703263)
('_或_踝关节', 0.0009255854335533344)
('_无_民事行为_能力', 0.0009251306887367015)
('_实验室_检查', 0.0009221087998153971)
('_自_本合同', 0.000921434614915235)
('_功能_减退', 0.000920993998449451)
('_诊断_并', 0.0009204726136167252)
('_肢体_自_腕关节', 0.0009203112619111395)
('_结果_支持', 0.0009198918249016257)
('_房间_到', 0.0009173197782823863)
('_有效_驾驶证_驾驶', 0.0009163310655370491)
('_障碍性_贫血', 0.000913861152849833)
('_持续_至少', 0.0009134564825221144)
('_犹豫_期后', 0.0009115243251087358)
('_造影_检查', 0.0009067662486870614)
('_一种_中枢神经_系统', 0.0009049646022748654)
('_全_结肠', 0.0009048347187570712)
('_已_发生', 0.0009037009834433061)
('_无_有效_行驶证', 0.0009021458038195864)
('_心脏_瓣膜_疾病', 0.0009014802005276498)
('_周围_正常_组织', 0.0009013728245483352)
('_被保险人_故意', 0.0008986084707476158)
('_前款_规定', 0.0008977836912097459)
('_免疫性_肝炎', 0.0008957979013470382)
('_肾上腺_皮质激素', 0.0008955096502896485)
('_和_有关', 0.0008947647022406943)
('_保险_凭证_上', 0.000893014231342058)
('_面积_达到', 0.0008925013135015743)
('_满足_下列_所有_条件', 0.0008918818033108931)
('_全麻_下', 0.0008916099622264915)
('_凭证_上', 0.0008913505073715812)
('_投保_年龄', 0.0008913216254773508)
('_双耳_失聪', 0.0008909038191812444)
('_对_外界_刺激', 0.0008892509210976301)
('_发展_为', 0.000889144013696178)
('_轻症_疾病_保险金', 0.0008887356721428683)
('_您_在', 0.0008886010225047041)
('_听力_永久', 0.0008875206433224673)
('_在_保险单_上', 0.0008873862994470859)
('_而_感染', 0.0008867374023892089)
('_药物_治疗_无法控制_病情', 0.0008853636956644426)
('_或_更', 0.0008841116464388435)
('_所有_以下', 0.0008840546455218565)
('_武装_叛乱', 0.0008800551619137223)
('_衰竭_失_代偿', 0.0008777180868147343)
('_丧失_指', 0.0008767799083929204)
('_骨髓_穿刺', 0.0008748769213263322)
('_结果_支持_诊断', 0.0008734816873343281)
('_皮质_功能_减退', 0.00087200169728319)
('_临床表现_为_明显', 0.0008717315329580304)
('_日_内向', 0.0008696149094101885)
('_期间_内', 0.0008693092285883856)
('_诊断_须', 0.0008680878067405081)
('_治疗_180', 0.0008652213587687711)
('_对_该', 0.0008647267704355797)
('_多发性_硬化', 0.0008646643032961362)
('_对应_日', 0.0008640912079859413)
('_及时_知道', 0.00086405839677673)
('_身故_保险金_受益人', 0.0008625957664750008)
('_三项_条件', 0.0008623693170489319)
('_和_2000', 0.0008623419865146009)
('_严重_原发性', 0.0008617083679383489)
('_体内_需求', 0.0008614285591536696)
('_向_我们', 0.000861212699294596)
('_进行性_延髓', 0.0008593113489684035)
('_另有_约定', 0.0008582941543022943)
('_天后_仍', 0.0008582051021426565)
('_无_民事行为_能力_人', 0.000857176840103927)
('_肝功能_衰竭_失_代偿', 0.0008570697511070593)
('_仅_对', 0.000856390155243031)
('_无_合法_有效_驾驶证_驾驶', 0.0008552138230669728)
('_格拉斯哥_昏迷', 0.0008535250981853668)
('_赫兹_和_2000', 0.0008496205889658491)
('_缺失_或', 0.0008494863406310845)
('_英文_缩写', 0.0008476216930089693)
('_肾_髓质_囊_性病', 0.0008472780082021132)
('_首期_保险费', 0.0008460358479807644)
('_无法_确定', 0.0008454832609599737)
('_其他_保险', 0.0008437752397024846)
('_全身_麻醉', 0.0008427708102073068)
('_或_造血', 0.0008422141015030669)
('_检测_等_证实', 0.0008421890670316336)
('_在_保险单_上_载明', 0.0008417333370321197)
('_患_艾滋病_期间_所患', 0.0008388654579319291)
('_同时_符合', 0.0008372553027098544)
('_180_天后_仍', 0.0008372073156651134)
('_纽约_心脏病_学会_心功能', 0.0008371154883543873)
('_已经_进行', 0.0008369648530345653)
('_或_患_艾滋病_期间_所患', 0.0008362159719908673)
('_治疗_心脏_瓣膜_疾病', 0.0008361822259056938)
('_在_500', 0.0008358845985713789)
('_造血_干细胞_和_脐_血_造血', 0.0008344361520218473)
('_使用_其它_视力表_应_进行', 0.0008341356927853721)
('_不明_原因', 0.0008317818930771431)
('_期间_为', 0.0008298932047775178)
('_其他_保险_凭证_上', 0.0008298286703311169)
('_检查_显示', 0.0008293313452308121)
('_日常生活_必须_持续', 0.0008279295877074936)
('_淋巴_水肿', 0.0008258800998115724)
('_静脉注射_毒品', 0.0008254116781562717)
('_异常_增生', 0.0008246998259670116)
('_硬化性_胆管炎', 0.0008246669018663373)
('_一种_或_多种', 0.0008239028788582955)
('_本病_须', 0.0008227638428819333)
('_个_月_以上', 0.0008221035519875631)
('_日常生活_必须', 0.000821566406902609)
('_使用_其它_视力表_应_进行_换算', 0.0008207430168232102)
('_引起_脑', 0.0008187662632305067)
('_证实_被保险人', 0.0008185867306592882)
('_慢性_肝功能_衰竭_失_代偿', 0.000818430467223687)
('_HIV_病毒', 0.0008181425329619251)
('_您_退还', 0.0008180279884628438)
('_支付_保险费', 0.0008178926926669558)
('_医学_上', 0.0008178571314652307)
('_原发性_肺动脉_高压', 0.0008173523254732058)
('_导致_慢性', 0.0008161958466426037)
('_因_重大过失_未_履行', 0.0008156985231606918)
('_以下_所有_条件', 0.0008152395786339284)
('_满足_以下_所有_条件', 0.00081498210021819)
('_并_向', 0.0008147036183016796)
('_已经_持续_使用_呼吸机_及其', 0.0008144670046665696)
('_诊断_及_检查', 0.0008140588672542102)
('_左心室_射血_分数', 0.0008138875725787087)
('_双眼_中较_好_眼', 0.0008085171870458907)
('_经皮经_导管', 0.0008067106385727657)
('_豁免_保险费', 0.0008059217288772478)
('_由_专科医生_认为_是', 0.0008056360209801587)
('_促_肾上腺_皮质激素', 0.0008045385803648982)
('_约定_外', 0.0008037123760513097)
('_履行_前款', 0.000802044657873285)
('_发生_后', 0.0008011681917038337)
('_满足_以下_所有', 0.000801096735791692)
('_事故_发生_后', 0.0008008187444189522)
('_指因_头部_遭受_机械性_外力', 0.000798679462506492)
('_肝炎_病毒感染', 0.0007984887871625394)
('_满足_下列_所有', 0.000798145628829668)
('_骨髓_活检', 0.0007976283453234879)
('_必须_满足_下列', 0.0007960276563930692)
('_支持_诊断', 0.0007951991653365965)
('_能力_障碍', 0.0007951675536993303)
('_治疗_至少', 0.0007948624634353481)
('_中心_或', 0.0007942735131224186)
('_心肌_酶', 0.000793395663923507)
('_发生_上述', 0.0007931846032286721)
('_合同_生效', 0.0007927921550555123)
('_在_给付', 0.0007927231685970624)
('_注射_毒品', 0.0007909712225356264)
('_于_本合同', 0.0007898558392438179)
('_规律性_透析_治疗', 0.000789386724094709)
('_肢体_自', 0.0007893072889837513)
('_中心_或_医院', 0.000789214711553492)
('_重症_肌无力', 0.0007890755354439993)
('_慢性_肾功能', 0.0007879743724664852)
('_须_经_专科医生', 0.0007878910819955134)
('_则_以', 0.0007873792201623698)
('_症状_体征', 0.0007864510770713835)
('_肌肉_无力', 0.000783594499601762)
('_专科医生_认为_是_医疗', 0.0007830832535504024)
('_帕金森_综合征', 0.0007816623785159067)
('_感染_上', 0.0007812231716118179)
('_机能_障碍', 0.0007794931893256582)
('_分期_为', 0.0007788308633589517)
('_进行性_发展', 0.0007786535482400234)
('_责任_终止', 0.0007777987912712639)
('_患_艾滋病_期间', 0.0007772691145476877)
('_中国_保险行业_协会', 0.0007769389691351766)
('_生命_维持_系统', 0.0007768604411449427)
('_或_患_艾滋病_期间', 0.0007758647786295793)
('_日内_作出_核定', 0.0007748353314788863)
('_履行_前款_规定', 0.0007734594624911437)
('_等_有关', 0.0007723684035108929)
('_须_在', 0.000771785197420388)
('_充血性_脾肿大_伴_脾_功能_亢进', 0.0007715852201586511)
('_年龄_不', 0.0007715049187957019)
('_精神_症状', 0.0007687986024254914)
('_并_有', 0.0007684045459611822)
('_临床_诊断', 0.0007681341651108738)
('_肺部_疾病', 0.0007673869276196053)
('_本_公司_认可', 0.0007673094313675646)
('_导致_意识', 0.0007667846952261135)
('_符合_下列_所有', 0.0007659133595479694)
('_进行性_发展_而_导致', 0.0007658989132520112)
('_逆行_胰胆管_造影', 0.0007649555803508974)
('_黄疸_迅速_加重', 0.0007644465715243241)
('_面积_达到_全身_体表_面积', 0.0007635171983627849)
('_我们_不_承担', 0.0007634155035682271)
('_性传播_或_静脉注射_毒品', 0.0007626880422438449)
('_履行_给付', 0.000757806499098218)
('_慢性_肝功能', 0.0007577608378873909)
('_您_可以', 0.0007574089077686213)
('_履行_给付_保险金', 0.000757094449947631)
('_从事_任何', 0.0007565830400590069)
('_初次_发生', 0.0007559204098647839)
('_结果_为', 0.0007555919428489273)
('_一支_血管_管腔', 0.0007554476918868639)
('_本病_须_经', 0.0007551897925596047)
('_吸食_或_注射_毒品', 0.0007546049670480408)
('_且_静息_状态_下_肺动脉_平均', 0.0007539916101068959)
('_骨髓_穿刺_检查', 0.0007537906474432991)
('_未_还', 0.0007525945140629788)
('_感染_上_人类', 0.0007519207629884133)
('_30_日', 0.0007513089521351524)
('_保险行业_协会', 0.0007511679642065003)
('_且_静息', 0.0007497114264315604)
('_不_在_本_保障_范围', 0.0007495417025042416)
('_慢性_肝功能_衰竭', 0.0007490772710178578)
('_被保险人_感染', 0.0007483251620791791)
('_以下_条件', 0.0007483051113117604)
('_未_履行', 0.0007469272308079464)
('_亚急性_重症', 0.0007467463412253094)
('_系统_恶性肿瘤', 0.0007467030506562877)
('_网织_红细胞', 0.0007457890081439948)
('_一支_血管', 0.0007457216031732923)
('_神经系统_功能_损害', 0.0007449286175309958)
('_申请书_及', 0.0007443541795899223)
('_溶血性_链球菌', 0.0007421987362340783)
('_不受_此', 0.0007419399331976699)
('_感染_上_人类_免疫_缺陷_病毒', 0.0007418975227433485)
('_且_须', 0.0007410498487040086)
('_规律性_透析_治疗_或', 0.000740897367796274)
('_可以_确定', 0.0007401904926774423)
('_将_在', 0.000740149634409194)
('_情形_导致', 0.0007400082585417994)
('_全身_麻醉_下', 0.0007389242850163317)
('_程度_按照_格拉斯哥', 0.0007381702013743176)
('_上_批注', 0.0007380207705155862)
('_损失_程度', 0.0007379184827954749)
('_时_必须', 0.0007372310917184064)
('_重型_再生_障碍性_贫血', 0.0007371757372068846)
('_深度_昏迷_不_在', 0.0007349463088704855)
('_职业_工作', 0.0007347836693107564)
('_病理学_检查_结果', 0.0007341167292010717)
('_为_特征', 0.0007340434292030651)
('_同时_满足', 0.0007332661149257773)
('_项_情形', 0.0007331878871896407)
('_血液_中', 0.0007329973288133437)
('_效力_终止', 0.0007325676874217215)
('_进而_发展_为', 0.0007322684372602568)
('_明确_诊断_并', 0.0007312082449867921)
('_不能_从事_任何', 0.0007309069744911469)
('_英文_缩写_为', 0.0007304559754368014)
('_已经_接受', 0.0007300732887332665)
('_及_已', 0.0007300110218803024)
('_为_急性', 0.0007299034644810366)
('_给付_身故', 0.0007293524939906261)
('_无_反应', 0.000728972331958954)
('_在_本_保障_范围', 0.0007287624288143156)
('_冠状动脉_搭桥术', 0.0007279088088069945)
('_治疗_心脏', 0.0007276844027307586)
('_且度_烧伤_面积', 0.000727276448861871)
('_所_需', 0.0007248877080582791)
('_双耳_听力_永久', 0.0007240186383567829)
('_皮质_类固醇', 0.0007233208681261042)
('_已经_造成_永久_不可逆性', 0.0007217468855095976)
('_我们_在', 0.0007215923016301637)
('_超声_心动图', 0.0007214903911086306)
('_合同_终止', 0.0007213715268456286)
('_衰竭_失', 0.0007210825609964304)
('_外源性_胰岛素', 0.0007191658547551345)
('_肢体_缺失', 0.0007181506014433991)
('_合同_效力_恢复', 0.0007181333060500948)
('_96_小时', 0.0007178490774224739)
('_继续_有效', 0.0007177606373900353)
('_丧失_诊断_及_检查', 0.000716982237474507)
('_最后_复效', 0.000716867027045034)
('_但_未', 0.000716271519100202)
('_继发性_帕金森_综合征_不_在', 0.0007159504074524431)
('_向_您_退还', 0.0007153073168020358)
('_上述_第', 0.0007151752479705789)
('_应当_知道', 0.0007149930230571324)
('_造血_系统_恶性肿瘤', 0.0007142309854945504)
('_好_眼须', 0.000712961492939386)
('_脑炎_或_脑膜炎', 0.0007117992276054648)
('_意识_丧失', 0.000710746178553887)
('_上下_轮椅', 0.0007106266577826949)
('_不_属于', 0.0007105740888123939)
('_在_全身_麻醉', 0.0007087923284468858)
('_未_还_款项', 0.0007075344079311654)
('_指_烧伤_程度_为度', 0.0007069466750989274)
('_颅内_压_增高', 0.000706820265396712)
('_等_证实', 0.0007058126092599074)
('_补交_保险费', 0.0007053612842521729)
('_程度_达到', 0.0007039898745225736)
('_脑炎_或', 0.000702691943802945)
('_申请书_并', 0.0007025656616790959)
('_受_感染', 0.0007025075298258448)
('_肌肉_接头', 0.0007008974075925254)
('_休息_时', 0.0007004534521564717)
('_冠状动脉_瘤', 0.0006994987766777598)
('_粒细胞_绝对值', 0.0006990518808112661)
('_扩张_术', 0.0006978327588966724)
('_导致_完全', 0.0006975091761619313)
('_衰竭_导致', 0.0006970853161708823)
('_慢性_肾上腺', 0.0006964441007588948)
('_或_武装_叛乱', 0.0006957681840391798)
('_瓣膜_疾病', 0.0006953649997813973)
('_脾_功能_亢进', 0.0006939603953621327)
('_原发性_肾上腺_皮质_功能', 0.0006937282244293781)
('_合同_效力_中止', 0.0006927151069371286)
('_二级_以上', 0.000691797265630814)
('_人工_耳蜗', 0.0006917606424513959)
('_必须_由_专科医生', 0.0006915670624107994)
('_履行_给付_保险金_义务', 0.0006914583832288742)
('_有关_证明_和_资料', 0.0006913896168392173)
('_知道_保险_事故_发生_之日起', 0.0006911590890969372)
('_犹豫_期', 0.0006908494639468102)
('_神经科_专科医生', 0.0006900776635273188)
('_回肠_造_瘘术', 0.0006892794342835701)
('_并_伴有', 0.0006879292031330425)
('_已经_引起_颅内_压_增高', 0.0006874475783220983)
('_特定_疾病', 0.0006872749339789499)
('_丧失_诊断_及', 0.000687267867591699)
('_学习_驾车', 0.000686975165631765)
('_自其_知道', 0.0006869012516122987)
('_急性_坏死性_胰腺炎', 0.0006864190362845716)
('_具备_以下', 0.0006859384434958906)
('_介入_治疗', 0.0006858772198610689)
('_给付_身故_保险金', 0.0006857402853901489)
('_或者_其他', 0.0006856611926431146)
('_丧失_诊断', 0.0006855675568355882)
('_及_利息', 0.0006855289907542899)
('_发出_拒绝', 0.0006851333764466499)
('_意外_伤害_导致_双耳_听力_永久', 0.0006840363217097805)
('_诊断_及_检查_证据', 0.0006836370080241287)
('_手术_必须', 0.0006829878850326823)
('_好_眼须_满足_下列', 0.0006821955351588995)
('_肝功能_衰竭_失', 0.0006816426312878707)
('_至少_90', 0.0006800635001697792)
('_退还_保险费', 0.0006785979847750612)
('_终审_裁定_为', 0.0006783544370145486)
('_除_流质食物_外_不能_摄取', 0.0006766818667736715)
('_10_日内', 0.0006757656542261483)
('_骨髓_活检_结果_支持_诊断', 0.0006756744946277215)
('_烧伤_面积', 0.000674080089847148)
('_血管_造影', 0.0006740412779375351)
('_经_专科医生_明确_诊断', 0.0006738692496553824)
